,label,full_m_text
4040,misinformation,"Klimautslippene i Oslo gikk ned åtte prosent på ett år: 
 https://t.co/iNxp4zEgfz"
3051,misinformation,"Boletim de fake news - 16/08, 21h 
Novas
- Eto'o pagou fiança Ronaldinho - 
- Alho com vinagre cura Covid-19 - 
- Boulos dono de jatinho - 
- Fogos artifício Japão Olimpíadas -  https://t.co/McYGxmIKlZ https://t.co/8owRve4ak5 https://t.co/OB11jxtZYl https://t.co/v0jxZFaZb7"
4168,misinformation,"कांग्रेस नेता ओमवीर यादव, नगमा और यूथ कांग्रेस सेंट्रल UP ने एक वीडियो शेयर करते हुए दावा किया कि UP में एक बुज़ुर्ग ने योगी आदित्यनाथ को अपनी गली में आने से रोक दिया और उन्हें वापस जाना पड़ा. ये दावा पूरी तरह से ग़लत है. #AltNewsFactCheck | @Priyankajha0
 https://t.co/WW9WwEoKS2"
4160,misinformation,"West Bengal CM Mamata Banerjee's photo was flipped horizontally to falsely suggest that she faked her leg injury. It is being claimed that her right leg is plastered but photos from the hospital show injury in the left leg. #AltNewsFactCheck | @ArchitMeta
 https://t.co/Y7zKFavgbd"
992,misinformation,"No, the person who slapped Hardik Patel is not a Congressman  via @AltNews https://t.co/h6n6SgNSA2"
518,misinformation,"Ricapitolando, Pzifer ha creato il vaccino stabile al 90%, nel frattempo mesi fa la Bill Gates foundation entra nella società della casa farmaceutica stessa, Bill Gates finanzia la campagna elettorale di Biden, Biden ""vince"" e 24 ore dopo la proclamazione, l'annuncio del vaccino.  https://t.co/93cfbVBVNn"
1159,misinformation,"Fransa Milli Futbol Takımı'nın dünyaca ünlü yıldızı Paul Pogba, Emmanuel Macron'un terörizmi İslam ile bağdaştıran sözleri sonrasında milli formayı bıraktı!
  https://t.co/pz7tWjVKH6 https://t.co/QCsJ850WLe"
2641,misinformation,"FRANCIA HUELE A MUERTE: APRUEBAN EL ABORTO HASTA LOS 9 MESES DE GESTACIÓN  
@magdalenapinad @damarispatroci @MercedesPerezP @AntonioMonegro @EdgarSa24029747 https://t.co/FLK3xxS1ls"
2358,misinformation,"Il video del finto Batman, trasmesso anche da TGLa7, risale a maggio 2020 e non si trovava affatto davanti al Campidoglio durante le proteste.  https://t.co/LshjTYEjsO"
625,misinformation,"📰Ana Paula Henkel mente ao dizer que 500 pessoas morreram nos EUA por conta da vacina de Covid.

A fonte era um site onde qualquer pessoa pode incluir dados, alguém está surpreso que isso ocorreu na @JovemPanNews e eles não fizeram nada para desmenti-lá?🤔 https://t.co/40rN9rsS7O"
2675,misinformation,.@JoeBiden afirma que #Trump le dejó una carta ''muy generosa''  https://t.co/tQRCotwNvc
4363,misinformation,"A high-speed solar storm that is approaching the Earth at a speed of 1.6 million kilometres/per hour according to National Aeronautics and Space Administration (NASA), is expected to hit Earth's magnetic field later today, network and electrical grids and towers.
#solarstorm  https://t.co/tAKvcu0IB6"
2123,misinformation,"JDU leader Ajay Alok falsely claimed that 40 out of 62 AAP MLAs are accused of rape. Read #AltNewsFactCheck | @Priyankajha0 

 https://t.co/tfRSaqNzmj"
2356,misinformation,"¿Apareció Batman en las protestas pro-Trump que asaltaron en Capitolio en Washington?
 
❌No, el vídeo fue registrado durante una protesta #BlackLivesMatter en Filadelfia en mayo pasado #AFP 
 
➡️  https://t.co/65K6VBgLUC https://t.co/f6UiYXe0RL"
690,misinformation,"Cristiano Ronaldo will transform his hotels in Portugal into hospitals to help in the fight against Coronavirus - He has communicated that he'll pay the workers &amp; doctors free. 

Class @Cristiano 👏👏👏  https://t.co/TRU0dO3mES"
2013,factual,"453 سفينة تنتظر العبور، بعد استئناف حركة الملاحة في  #قناة_السويس
التفاصيل: 

#اقتصاد_الشرق  https://t.co/vU78GyMkMM https://t.co/NcaFqmZ6HU"
1845,misinformation,Trump says Hillary Clinton lied to the FBI. Here's what the FBI says about that.  #11MSNBC  https://t.co/MbfJPlF0WP https://t.co/hFSnbmKrF3
525,misinformation,Roccella Jonica: positivi 25 poliziotti dopo sbarco migranti contagiati  https://t.co/Euzrg9JlkW
4617,misinformation,"Ola de calor en Kuwait, que ya alcanzó los 63 grados, ha dejado cinco muertos  vía @NoticiasCaracol https://t.co/yvfYMM5w0G"
2263,misinformation,Rainha Elizabeth II testou positivo para o novo coronavírus  https://t.co/GaG6UPLR48
2092,misinformation,"A photograph of a trans activist allegedly assaulted in Pakistan was falsely shared as Silsila Alikhil, daughter of the Afghan ambassador to Islamabad, recently kidnapped for several hours and tortured. #AltNewsFactCheck | @Pooja_Chaudhuri 

 https://t.co/885kCXqX0X"
820,misinformation,"#WebQoof | Bihar’s Minister of Urban and Housing Department, Suresh Kumar Sharma, recently shared a photograph from Hyderabad and talked about the achievements of the government's street lighting programme in Muzaffarpur, Bihar.

 https://t.co/xvwV5pQsBt"
3319,misinformation,"La ONU admite que una vacuna de Bill Gates está provocando un brote de poliomielitis en África |
MARDETO .@BillGates💉👹  https://t.co/kE5f0x0cx4"
444,misinformation,"#Covid19DataHighlight -- India's new Covid-19 cases below 2 lakh for first time in 41 days. 

  https://t.co/MsGKOdtKVy https://t.co/Gp0gpOiI7S"
2031,factual,"يشكو منعه من قراءة #القرآن_الكريم..
المعارض الروسي المعتقل «أليكسي #نافالني» يقول إنه سيقاضي سلطات السجن الروسية لمنعه من قراءة القرآن  https://t.co/Rbs2Ag4t7p"
2235,misinformation,Economía mexicana capta la mayor cantidad de Inversión Extranjera Directa desde 1999 en un primer trimestre: SE.  https://t.co/7lz0OZeCW9
914,misinformation,"वीडियो में पीएम मोदी एक खाली मैदान को देखकर अभिवादन की मुद्रा में हाथ ऊपर उठा रहे हैं | @AFWACheck @journalistjyoti | #AFWAFactCheck #FactCheck #NarendraModi #RE 
 https://t.co/fL5MrXOGZ8"
486,misinformation,"🇩🇪~17,000 anti-vaxxers, anti-science, far-right &amp; neo-Nazi organizations attend a protest against #coronavirus restrictions in #Berlin &amp; defy #publichealth precautions. Let's see what happens to #Germany's #COVID19 case counts in the next 2-3 weeks.  https://t.co/TD5xIoT5sV"
3490,factual,"Climate change, LGBT, veterans sections removed from White House website  https://t.co/xaJuXZ7tl0"
851,misinformation,"A video of a politician from Rashtriya Janhit Sangharsh Party with a similar name as BJP MP Bhanu Pratap Singh was falsely shared that the latter was criticising his own government for the PMC bank scam. | @thisisjignesh 

 https://t.co/xfeuTie6Yl"
3675,misinformation,#Zimbabwe: Grace #Mugabe N'A PAS demandé le divorce d'avec Robert #Mugabe. Et c'est incroyable que tant de médias francophones aient repris cette fausse info sans vérifier... Merci pour l'enquête @GrasRomain1   https://t.co/SXhDNpHTVU
2616,misinformation,"❌ No, no hay evidencias de que el MMS o clorito de sodio cure el coronavirus (ni nada) en 24 horas #CoronavirusFacts  https://t.co/ZiVoMR5XPh"
1236,misinformation,"Во время испытаний вакцины Pfizer и BioNTech умерли шесть добровольцев, пишет The Wall Street Journal.

Два летальных исхода зафиксировано в вакцинируемой группе, еще четыре — в группе плацебо.

  https://t.co/af2MBOvf7W https://t.co/ry8ZfxWiFn"
4309,misinformation,"A photograph dating back to at least 2018 has been shared with the false claim that it shows an elderly farmer deceased during protests in Delhi. #AltNewsFactCheck | @ArchitMeta 

 https://t.co/y5R1VDfwgZ"
2639,misinformation, https://t.co/iomH2iS0Hq
986,misinformation,"A viral message claims that women can use 9833312222 as the 'Nirbhaya' safety helpline number. This is a hoax. The number is a now-defunct helpline of GRP, Mumbai. | @thoughtbuoy 
 https://t.co/mv2iGS73aY"
534,misinformation,"Un video mostra un missile che colpisce il porto di Beirut, ma è un falso manipolato ad arte  https://t.co/nxxFyEtmc7"
1993,misinformation,"PRIMER AUDIO, PRIMEROS VIDEOS E IMÁGENES DESDE EL PLANETA MARTE captados por Perseverance Rover VER COMPLETO EN AQUÍ: 
 
#Tecnologia #Noticias #Mars2020 #Marte #Perseverance #YouTube #VidaEnMarte #PlanetaMarte #Extraterrestres #Marcianos #Ovni #Ovnis #NASA  https://t.co/Osa9J9FnZh https://t.co/9An8NoNm9T"
319,misinformation,Italian government call for arrest of Bill Gates  https://t.co/UJI1XXaqeS
1717,misinformation,"After Michelle Says ‘Stupid Women Elected Trump,’ Melania Gives Her Nasty Surprise  https://t.co/es3SeW3Lve"
4543,misinformation,"L'université d'Oxford doit lancer jeudi des essais cliniques sur l'homme pour un vaccin contre le nouveau coronavirus, affichant l'espoir très ambitieux de pouvoir le rendre disponible pour le public dès l'automne.  
 https://t.co/LnNrOJOnOq"
4675,misinformation,"A video of Delhi police breaking CCTV cameras during Delhi riots has been falsely linked to the farmers' protest. #AltNewsFactCheck | @stoic_annu 

 https://t.co/9Dqw9Rn6CN"
2014,factual,لقطات من الجو لـ 369 سفينة تنتظر عبور قناة السويس من ناقلات البضائع السائبة وناقلات النفط والغاز الطبيعي ..  https://t.co/ZwMiawZdL6
1270,misinformation,"1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

 https://t.co/R3t5boqbLu"
2453,misinformation,"A reportagem da Welt no vídeo abaixo, em Alemão, mostra imagens dos campos de detenção na Alemanha.
 https://t.co/FdzVRAo8SL"
3978,misinformation,"Closest pic of #Saturn, from inside its rings, by the Cassini Spacecraft 
😯  https://t.co/ygB6sQyUue"
1987,misinformation,La NASA publica la grabación hecha desde el rover durante su aterrizaje sobre la superficie del planeta  https://t.co/TltWPYtldL
816,misinformation,"Australia w ogniu. Zdjęcie zwłok małego kangura, który uciekając przed ogniem utknął w ogrodzeniu (autor:Brad Fleet). #KatastrofaKlimatyczna  #KatastrofaEkologiczna  https://t.co/qVAa62hXDz"
990,misinformation,"No, the person who slapped Hardik Patel is not a Congressman

 https://t.co/FIP0xRmeUZ"
1971,misinformation,Thousands Of People Protesting The New World Order Lockdowns Descend On London Demanding An Immediate End To The COVID Restrictions #londonprotest #NewWorldOrder #TheGreatReset #NowTheEndBegins  https://t.co/4lYEnqa1Rw
1821,misinformation,"Voter Fraud in Michigan – Massive Dump of Over 200,000 Ballots for Biden All the Sudden Appear Overnight ...Update: Officials Call It a ""Typo""  via @gatewaypundit https://t.co/4SiY2hj4Ra"
1781,misinformation,Where did the 1st Amendment go in Virginia? This is laughable from thin skinned Democrats who  have criticized Trump for past 3 years‼️ Virginia Democrats Push Legislation to Make Criticism of Government Officials a Criminal Offense - Big League Politics  https://t.co/QpZYhClMJV
2773,misinformation,"Rihanna's photo holding a flag in support of West Indies during 2019 Cricket World Cup was morphed with Pakistan's flag. The singer has been targetted as a 'Pakistani' after she tweeted in support of farmers' protest. #AltNewsFactCheck | @Pooja_Chaudhuri
 https://t.co/o29EQksQmH"
3071,misinformation,"Une vidéo partagée dans plusieurs langues prétend montrer le 1er ministre chinois priant dans une mosquée afin ""d’arrêter"" l'épidémie du #nCoV2019 

❌ Faux: il s'agit d'un ex 1er ministre malaisien dans une mosquée à Pékin en 2004  #CoronaVirusFacts #AFP https://t.co/hWI0BMPQkt"
446,misinformation,"Trump: caccerò Conte e il PD e farò uscire l’Italia dall’UE…🙏
 https://t.co/C7yHfIK1YQ"
88,misinformation,"Tratamento anti-viral vindo de Cuba: certamente você, gado bolsominion, não precisa utilizar, pois financia o comunismo por lá e seria uma derrota para as ruas convicções!!! Deixe somente nós, os esquerdelícias, com esse tratamento!!!  https://t.co/WeyNRxDIBE"
117,misinformation,"'Sofrimento Psicossocial'??? 
Onde foi parar o 'Liberdade, Igualdade, Fraternidade'?
 https://t.co/6psdq5n7wR"
562,misinformation,The aftermath of the massive explosion in Beirut. Striking images  via @ParisMatch  https://t.co/gTDDilhNAQ
1664,misinformation,Coming up on #tytlive: Watch Full Version of Deceptively Edited Joe Biden Clip Discussing ‘Our European Culture’  https://t.co/CXYsK3FxnN
2478,misinformation,Cidade do México diz que ivermectina reduziu internações por Covid-19 em até 76%  via @agoranoticiasbr https://t.co/ehZw1v7rD7
1960,misinformation,"Coréia do Norte,elimina infectados por coronavirus.Em meio ao surto de coronavírus q atinge a China e outras partes do mundo, a Coreia do Norte – lado comunista – decidiu lidar com os casos suspeitos de infecção eliminando os pacientes, ao invés do vírus.
  https://t.co/MkBPMEUpqY"
4140,misinformation,"Khalsa Aid India distributed essentials such as warm clothes, utensils, bed sheets, tarpaulins, blankets, water purification units to the flood affected population of #Uttarakhand.

Thank you for your support!
#Uttarakhand #disasteraid #khalsaaidindia 

@RandeepHooda @AmmyVirk  https://t.co/XNUhUFrrSp"
1305,misinformation,"Athletes at Tokyo's Olympic village are provided 'anti-sex' beds to discourage any contact. The beds made of cardboard are designed to take the weight of one person, meaning they would break if anyone tried to share them.  https://t.co/WTUZ2RqEsY"
2825,misinformation,"🇪🇸🇺🇸¿La ministra de Exteriores, Arancha González Laya, ha confundido Biden con Bin Laden?

❌No. Es una grabación con la voz de otra persona.
 
#Election2020results #Elecciones 

 https://t.co/prz5oPEpsk"
3196,misinformation,"Ahmedabad Mayor @ibijalpatel tweets an image from Seoul as Sabarmati Riverfront in Ahmedabad
 https://t.co/t8X0IODbb1"
94,misinformation,"O presidente de Ruanda, Paul Kagame, nomeou hoje um menino de 19 anos como ministro. Patrick NKURIZA, 19 anos de idade, foi nomeado Ministro de Novas Tecnologias e Desenvolvimento de Ruanda por Paul KAGAME.  https://t.co/A4PMrc2cbZ"
658,misinformation,In #Berlin haben heute etwa 20.000 Menschen gegen die #Corona-Politik demonstriert - bis zum Abbruch durch die #Polizei. Außerdem gab es mehrere Gegendemos. #b0108  https://t.co/CtUAfQ3fAO
4715,misinformation,"BREAKING: A source has told KUSI that the first case of coronavirus has been confirmed in San Diego.
The individual was aboard the first flight from Wuhan, China to MCAS Miramar last Wednesday where evacuees are still being quarantined.  https://t.co/uNQIMPnlpp"
3246,misinformation,"#WebQoof | A viral post has misquoted the India Today Mood of the Nation survey to make it seem as though Rahul Gandhi had polled more than PM Modi in a face-off between the two. 
 https://t.co/yltY3pQLZ4"
4106,misinformation,"BJP के कथित ट्वीट का एक स्क्रीनशॉट शेयर किया जा रहा है. इसके साथ दावा है कि BJP ने अगले साल होने वाले पश्चिम बंगाल चुनावों में AIMIM के साथ गठबंधन की घोषणा की है. इस दावे में कोई सच्चाई नहीं है और ये ट्वीट फ़र्ज़ी है. पढ़िए #AltnewsFactCheck | @stoic_annu

 https://t.co/GF7X1QLroU"
2446,misinformation,Miles de personas protestan en Berlín contra restricciones por coronavirus  https://t.co/9AKmq0WRQ6
3540,misinformation,"Plenty of people would much rather see botox Barbie in prison...

""I don't want to see him impeached,"" Pelosi said, according to the report. ""I want to see him in prison.""
 https://t.co/aQOsSklj6O"
3172,misinformation,"A 2016 clip showing @ArvindKejriwal reading a letter which alleges @AmitShah and @imAkbarOwaisi struck a secret deal for 2015 Bihar elections, is being falsely shared as recent. #BOOMFactCheck #FakeNews #BiharElection2020 #BiharResults 

 https://t.co/qNESJ3zXy8"
1345,misinformation,King of Swaziland orders men to marry more than 2 wives or face Jail »  https://t.co/Vh5kBcu6u4
2231,misinformation,"42,6 Millionen Menschen in 2020 durch #Abtreibung getötet. Damit ist es die häufigste Todesursache weltweit. 
#Todesstatistik Im Vergleich: 13 Millionen starben an ansteckenden Krankheiten, 8,2 Mio an Krebs, 5,1 an den Folgen von Tabak, 2,5 wegen Alkohol.  https://t.co/lioobPDSYm"
1759,misinformation,"JUST IN: Trump on delayed response to Charlottesville: ""I like to wait for the facts""   https://t.co/ikGBl1W3Gw https://t.co/dnYYBqW6ok"
4042,misinformation,"Multiple social media handles from India are claiming that former Indian PM, Manmohan Singh will be the chief guest at Biden's swearing-in ceremony.
#FactCheck #AFWAFactCheck | @dheeshmap 

 https://t.co/IAcSCIZaVz"
3680,misinformation,"Bah oui… Y a de ces cons…
""Non, la photo officielle de Macron ne va pas coûter 3 millions d'euros aux maires""  https://t.co/Wt3YqU83KV"
987,misinformation,"A viral message claims that women can use 9833312222 as the 'Nirbhaya' safety helpline number. This is a hoax. The number is a now-defunct helpline of GRP, Mumbai. | @thoughtbuoy 

 https://t.co/WeNScMweFX"
2742,misinformation,"#BREAKING: President Trump denies thousands died in two hurricanes to hit Puerto Rico, blames Democrats for adding 'old age' deaths in series of defiant tweets. 'I love Puerto Rico,' they end.  https://t.co/cCkOusuQ0U"
4560,misinformation,Bolsonaro defiende retorno del voto impreso para evitar lo que sucede en “otros países”       ° https://t.co/X9fxt523tb
4050,misinformation, https://t.co/jwd392iz4q
3391,misinformation,Pope Francis tests negative for coronavirus after showing symptoms  https://t.co/llhs5J4AK4
4028,factual,"Marco Cavaleri, jefe de estrategia de vacunas de la Agencia Europea del Medicamento: ""Ahora podemos decirlo, está claro que hay un vínculo"" entre los casos de trombos y la vacuna de AstraZeneca:
 https://t.co/LWmoFoapGq"
2602,misinformation,"pela primeira vez na história se apaga luz da casa branca
#anonymus  https://t.co/MewnyZ0pjn"
3977,misinformation,"Amazing close-up view of Saturn's cloud tops captured by the Cassini spacecraft. Credit: NASA​/​JPL-Caltech​/​SSI 

via @wonderofscience 
 https://t.co/5WcB5kxhMd"
687,misinformation,"‘Cristiano Ronaldo hotels will become hospitals from next week where people with coronavirus in Portugal can be treated completely free. Cristiano will pay the doctors and workers.’ 

thank you @Cristiano, you are literally the best person. 🤍  https://t.co/UVt4JfzGUv"
2910,misinformation,Мусульманам России запретили жениться на последовательницах других религий  https://t.co/ceobxARSvX
3181,misinformation,"A two-year-old image of a Congress rally against petrol price hike has been falsely shared as farmers in remote areas protesting in bullock carts. #AltNewsFactCheck | @stoic_annu 

 https://t.co/offHKFN6PX"
3504,misinformation,"Mulvaney on Thursday:

""I was involved with the process by which the money was held up temporarily, OK? Three issues for that..."" 

Mulvaney on Sunday:

""There were two reasons that we held up the aid.""  https://t.co/9lDDxqVwGg https://t.co/1DiV2zhmVf"
1778,misinformation,"Virginia Democrats Push Legislation to Make Criticism of Government Officials a Criminal Offense 

This is naked tyranny

 via @BigLeaguePol https://t.co/t7fJLqqCbu"
1147,misinformation,"بول #بوغبا ينسحب من منتخب #فرنسا بسبب تصريحات الرئيس الفرنسي المسيئة للإسلام
#إلا_رسول_الله_يا_فرنسا 
#إلا_رسول_الله  https://t.co/DJ8SCgkkCF"
1131,misinformation,"Reports are coming in from multiple sources that Paul Pogba has quit French football team after Macron's Islamophobic remarks.
#Islamophobia  https://t.co/7VPKB0dIYx"
4005,misinformation,"Nach Schätzungen der Behörden kamen am Samstag rund 38.000 Menschen in Berlin zusammen, um gegen die Corona-Maßnahmen zu demonstrieren.  https://t.co/RupNDL7DJe"
512,misinformation,"Covid-19 : décès d’un volontaire des tests du vaccin d’Oxford au Brésil
➡️   https://t.co/GOZt2aGbmt https://t.co/SOOZJ2cTrp"
2860,misinformation,"Darum ist das Recht auf körperliche Unversehrtheit ein Menschenrecht, ein Grundrecht.
 https://t.co/oOMQfnIiDf"
3943,misinformation,Fact check: Is asking someone if they are vaccinated a HIPAA violation?  https://t.co/FuKUlV1dxn
1183,misinformation,"Footballer Paul Pogba is not quitting. Says it was fake news. He accept Islam in 2019 and says 'Islam is not the image that everyone sees–terrorism. What we hear in the media is really something else, it's something beautiful.""
#boycottfrenchproducts
 https://t.co/TOlwUNR8gc"
3104,misinformation,Beautiful landing by a #MIG aircraft on a dam  and even more stunning take off... @hvgoenka  https://t.co/JPo6Cs93Vv
3728,misinformation,"As autoridades da Austrália prenderam cerca de 200 pessoas por iniciar deliberadamente os incêndios que devastaram o país, mas a mídia e as celebridades continuam culpando as “mudanças climáticas” pelo desastre.
#PrayForAustralia #bushfireaustralia 

 https://t.co/eyLvvwwyvM"
1226,misinformation,"Recently, the Centers for Disease Control and Prevention reported that more than 5,800 out of 75 million fully vaccinated people in the U.S. have been infected with COVID-19.  https://t.co/hJebiJIgER"
4323,misinformation,"A photograph of Amitabh Bachchan with former Maharashtra CM Ashok Chavan from 2010 has been falsely shared as the actor meeting Dawood Ibrahim. #AltNewsFactCheck | @HereisKinjal 

 https://t.co/Hvp0ao8ImI"
3745,misinformation,Pete Buttigieg caught unloading bike from SUV before riding to Cabinet meeting in apparent botched environmentalist photo-op  https://t.co/wpmbDyMbwR
3944,factual,WSJ: Spicer Stole Mini-Fridge From Junior Aides After They Refused To Give It  via @TPM https://t.co/APgRW7Vxd9
3424,factual,"It sounds like science fiction.

A fabric that smothers coronaviruses in less than a minute, its electrokinetic superpowers choking the life out of COVID-19 like Thanos squeezing the life out of Loki?

It’s real. 

My @IndyMonthly story (@IUMedSchool):  https://t.co/FANylb90sY"
4582,misinformation,‘Black Friday’ não tem nada a ver com escravos: entenda as possíveis origens do termo (via @estadaoverifica)  https://t.co/y2TRyEA72E
510,misinformation,"Relawan uji klinis vaksin COVID-19 yang meninggal dunia disebut menerima plasebo. Media lokal melaporkan relawan merupakan dokter muda berusia 28 tahun.    

via @detikHealth  https://t.co/5cSVQm7UAQ"
2467,misinformation,"Em pouco mais de 1 mês no Brasil a vacina já matou mais do que Cloroquina nos últimos 70 anos.
 https://t.co/qpTmhPvTGz"
378,misinformation,#Tibet marks 70th anniversary of peaceful liberation #China    https://t.co/9NbShE5iup https://t.co/3aXkpLKAE8
1510,misinformation,"A photo from 2013 of a room full of coffins is viral on social media with false claims that it shows patients who died following the recent outbreak of #coronavirus in #Italy. #BOOMFactCheck #FakeNews #COVID19 #CoronaVirusFacts #CoronaVirusUpdates

 https://t.co/u7NRaX68go"
1578,misinformation,“Boko Haram forcefully converting people to Islam in Niger state” – FFK [PHOTOS/VIDEO]  via @politicsngr https://t.co/rbZB21ZevT
3665,misinformation,"Non, Mélenchon ne veut pas « interdire le porc dans les cantines »  https://t.co/nXWFCn3mbq"
3984,misinformation,Mystery explosion 'like a nuclear bomb' tears through #Beirut   https://t.co/231FtAdVh0 https://t.co/oFG9DsnQk4
1023,misinformation,"Neither the Constitution nor federal law affords Vice President Mike Pence the right to reject electors’ votes, but Trump is pressuring him to.  https://t.co/sNHbo9rkoZ"
2990,misinformation,É #FAKE que estudo da Universidade de Stanford indicou que máscaras são ineficazes contra Covid-19  #FatoOuFake  https://t.co/h88wqc5pEZ https://t.co/eHe27yTcG1
1660,misinformation,"""The President is trying to smear the Department of Justice and the FBI, and that is harming our nation."" Rep. @TedLieu responds to Donald Trump's ""spying"" accusations   https://t.co/0GT43GyHtl https://t.co/FWeskeSPxH"
2488,misinformation, https://t.co/CmMZLUY0IE
1262,misinformation,"1.3 ways to get Covid: exposure to virus, vaccination, close contact with the vaccinated
2.Vaccines are more dangerous than the virus
3.Vaccinees: prion-related disease (mad cow disease) likely shown up in 1.5 years 👇

 https://t.co/R3t5boqbLu"
907,misinformation,"तस्वीर के जरिये  दावा किया जा रहा है कि ब्रिटेन की महारानी एलिजाबेथ द्वितीय ने कोरोना वैक्सीन के लिए प्रधानमंत्री नरेंद्र मोदी का शुक्रिया अदा किया है 
#AFWAFactCheck #FactCheck #NarendraModi 
 https://t.co/pBWXeRbc1Q"
1985,factual,"Riley Williams, accused of stealing U.S. Speaker of the House of Representatives Nancy Pelosi’s laptop during the Capitol riots on January 6th, has been arrested.  https://t.co/6ZbqhuNp0V"
2843,misinformation,El diario 'independiente' El País borra en su web los comentarios críticos con Sánchez en pleno ataque a Ayuso:  https://t.co/voFmzi38gd
3087,misinformation,"🔍 ""Usine à virus"", ""dangereux pour la santé"" : les fausses affirmations d'une publication virale sur le masque de protection
 #AFP https://t.co/Ub2KxdY5Jc"
489,misinformation,"Mientras tanto, en Alemania protestan contra mínimas restricciones a la libertad. Eso es tener sentido de los derechos individuales. 
Los de C5N van a decir que a los alemanes los mandó Macri a protestar?

 https://t.co/MSJNfvuB1Q"
2845,misinformation,"⚫⚫El diario 'independiente' El País borra en su web los comentarios críticos con Sánchez en pleno ataque a Ayuso
#GobiernoDimision
#GobiernoMiserable ycorrupto  https://t.co/YQn16hZlF6"
2474,misinformation,"O q será dos corona lovers com essa notícia? Canhotos supostamente “humanistas” se rasgam tds qd vidas são salvas e qd são obrigados a admitir, c/ seus botões, q Bolsonaro estava certo desde sempre IVERMECTINA : barata e eficaz. 
Tratamento precoce salva.   https://t.co/pjSGUXIJ76"
1300,misinformation,"Athletes at Tokyo's Olympic village are provided 'anti-sex' beds to discourage any contact. The beds made of cardboard are designed to take the weight of one person, meaning they would break if anyone tried to share them.  https://t.co/WTUZ2RqEsY"
3447,misinformation,Something is wrong with this woman . Why would they have to scrub her social media?  https://t.co/ii6PF553fH
991,misinformation,"No, the person who slapped Hardik Patel is not a Congressman

 https://t.co/sPlFU3v8Pn"
1460,misinformation,"UN removes #cannabis from “world’s most dangerous drugs” list to focus on its therapeutic uses
 https://t.co/AK2MPU9yy8"
976,misinformation,"पंजाब सरकार ने नर्सरी से PHD  तक की छात्राओं की एजुकेशन फ्री कर दी।  JNU को बंद करने की कोशिश करने वाली सियासी ताकत को

 @INCIndia से यह सीख लेनी चाहिए कि ये नारों और इवेंट में नहीं बल्कि राष्ट्र के समग्र विकास के लिए प्रतिबद्ध है ।

 https://t.co/hvfIN9ZLQ7"
1400,misinformation,"This is What Kamala Harris Thinks of Young Voters: 18-24 Year Olds Are ""Really Stupid""   https://t.co/vujiFqOBDb"
1906,misinformation,"برازيلي يدفن سيارته البنتلي قيمتها 380 الف دولار حتى يستعملها في الاخره

قرر رجل الأعمال البرازيلي الثرى كونت سكاربا (62) عام ان يدفن سيارته البنتلي في قبر بحديقة منزله حتى يستخدمها في الاخره كما يدعي  https://t.co/ouWRJ7O0TW"
3351,misinformation,"“Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals.”

President Trump said that some #DACA recipients are “hardened criminals” as the case heads to the #SupremeCourt.  https://t.co/QP2fWniqBT"
979,misinformation,"पंजाब सरकार ने नर्सरी से PHD  तक की छात्राओं की एजुकेशन फ्री कर दी।  JNU को बंद करने की कोशिश करने वाली सियासी ताकत को @INCIndia से यह सीख लेनी चाहिए कि हम नारों और इवेंट में नहीं बल्कि राष्ट्र के समग्र विकास के लिए प्रतिबद्ध है ।
#UditRajStands4Justice
 https://t.co/enhD9PQqkT"
2794,misinformation,"No, NYT Did Not Publish A Crocodile In Tears Photo After PM Modi Cried  https://t.co/ainiYd4UyU"
2456,misinformation,"Boletim de fake news - 30/01, 22h
Novas
- Nestlé doa leite condensado - 
- Maria Flor R$ 10 mi Lei Rouanet - 
- [Vídeo] Doria nega vacina Bauru -  https://t.co/GwViIvA7JF https://t.co/8OIcw7kxws https://t.co/vLxCXNUuPu"
4551,misinformation,"Did Rahul Gandhi claim Gandhiji’s non-violence was inspired by Islam? Clipped video viral  

 https://t.co/XDdQFmC50n"
3741,misinformation,What a virtue signaling eco-fraud Pete Buttigieg is!  https://t.co/hn5waiN0bk
875,misinformation,"#FactCheck |  AFP reported that the original photo was published on the official Twitter account of #ICC on 1 July, 2019, which shows #Rihanna holding a flag with the official logo of the #WestIndies cricket team 

#FarmersProtest

 https://t.co/8wWrmt2XqZ"
4202,misinformation,"#BoraTrabalhar #ForaDoria #ForaMandetta #GloboLixo #BandLixo 
#SomosTodosbolsonaro 
Herança maldita: Mandetta renova contratos de publicidade de R$ 1 bilhão firmados no governo Dilma  https://t.co/MAceKJMtAn"
560,misinformation,Devastating images from near the blast epicenter in #Beirut.  https://t.co/hD3N7xUIiR
1908,misinformation,بعد أكذوبة المشاركة في غزوتي بدر وأحد.. أردوغان: سورة الفتح نزلت في إسطنبول وليست في مكة  #أخبار_الوئام #رمضان_مبارك #رمضان https://t.co/fVV3zx2bFk
4520,misinformation,"Born in 1832, Jonathan the Turtle is expected to turn 190 in 2022. This makes him the oldest known land animal alive today.  https://t.co/XwcG8khafM"
